iter	Logloss
847	0.5684248573
848	0.5684144711
849	0.568407119
850	0.5683978928
851	0.5683825824
852	0.5683698778
853	0.5683515879
854	0.5683093488
855	0.5682878372
856	0.5682699849
857	0.568257639
858	0.5682471264
859	0.5682321601
860	0.5682071774
861	0.5681976672
862	0.5681902362
863	0.568169964
864	0.5681559011
865	0.5681456658
866	0.5681299221
867	0.568115372
868	0.5681002725
869	0.5680870708
870	0.5680699231
871	0.5680551377
872	0.5680456587
873	0.5680320947
874	0.5680160195
875	0.5680110465
876	0.5680050183
877	0.5679931715
878	0.5679821396
879	0.5679635876
880	0.5679501113
881	0.5679380548
882	0.5679221708
883	0.5679095523
884	0.5678916279
885	0.5678729671
886	0.5678590969
887	0.5678420389
888	0.5678267179
889	0.5678132662
890	0.5677911247
891	0.567776657
892	0.567747706
893	0.5677356747
894	0.5677164225
895	0.5677070169
896	0.5676935907
897	0.5676797897
898	0.5676693425
899	0.567655811
900	0.5676396954
901	0.5676247997
902	0.5676055962
903	0.5675956723
904	0.5675800345
905	0.5675585019
906	0.56754782
907	0.5675300092
908	0.5675188215
909	0.5674947047
910	0.5674810472
911	0.5674526274
912	0.5674345297
913	0.5674203572
914	0.5674100724
915	0.5673964489
916	0.5673851456
917	0.5673613888
918	0.5673414631
919	0.5673214898
920	0.567315557
921	0.5673035377
922	0.5672905187
923	0.5672536019
924	0.56724236
925	0.5672274689
926	0.567207155
927	0.5671939629
928	0.5671827625
929	0.5671745867
930	0.5671538488
931	0.5671379903
932	0.5671294872
933	0.5671192444
934	0.5670995151
935	0.5670883767
936	0.5670737394
937	0.5670658003
938	0.5670598641
939	0.5670493285
940	0.5670369628
941	0.5670197493
942	0.5670116002
943	0.566999446
944	0.5669781517
945	0.5669709299
946	0.566959988
947	0.5669541279
948	0.5669435481
949	0.566929008
950	0.5669151785
951	0.5669005228
952	0.5668906384
953	0.5668674013
954	0.5668478477
955	0.5668363573
956	0.5668148454
957	0.5668007394
958	0.5667906312
959	0.5667787934
960	0.5667671809
961	0.5667559807
962	0.5667470745
963	0.5667375155
964	0.5667272486
965	0.5667133355
966	0.5666987333
967	0.5666884742
968	0.5666566633
969	0.5666464695
970	0.5666377503
971	0.5666274228
972	0.5666152285
973	0.566595132
974	0.5665866369
975	0.5665639739
976	0.5665488653
977	0.5665419
978	0.5665267622
979	0.5665068534
980	0.5664869758
981	0.5664747713
982	0.5664626246
983	0.5664541685
984	0.5664353912
985	0.5664316198
986	0.5664241525
987	0.5664150191
988	0.5664003071
989	0.5663898556
990	0.5663777753
991	0.566365716
992	0.5663477907
993	0.5663359043
994	0.5663267719
995	0.5663159073
996	0.5663075232
997	0.5662940413
998	0.5662863017
999	0.5662762848
